,article_doi,Publication Year
ATC00562,10.1038/s41565-022-01096-2,2022
ATC00563,10.1111/are.12885,2017
ATC00564,10.1002/cbic.202000195,2020
ATC00565,10.1111/j.1095-8649.2010.02658.x,2010
ATC00566,10.1002/jobm.202300004,2023
ATC00567,10.1515/aiht-2017-68-2928,2017
ATC00568,10.1016/j.ecoenv.2019.03.016,2019
ATC00569,10.1016/j.jinorgbio.2019.110795,2019
ATC00570,10.1016/j.aquatox.2010.07.023,2010
ATC00571,10.3390/nano11123331,2021
ATC00572,10.1007/s11356-018-3535-4,2018
ATC00573,10.1021/acs.est.5b00538,2015
ATC00574,10.1088/2053-1591/ab0687,2019
ATC00575,10.1016/j.msec.2016.07.015,2016
ATC00576,10.1021/acsami.0c01476,2020
ATC00577,10.1016/j.matchemphys.2022.126900,2023
ATC00578,10.1016/j.scitotenv.2023.167641,2024
ATC00579,10.1007/s00289-020-03112-8,2021
ATC00580,10.7717/peerj.7454,2019
ATC00581,10.1016/j.aca.2023.341949,2023
ATC00582,10.1021/acsami.8b01245,2018
ATC00583,10.1080/00958970903046270,2009
ATC00584,10.1007/s10853-022-06982-7,2022
ATC00585,10.1016/j.ecoenv.2023.114613,2023
ATC00586,10.2754/avb200776030493,2007
ATC00587,10.1139/F05-063,2005
ATC00588,10.1016/j.snb.2020.128063,2020
ATC00589,10.1007/s11356-019-05713-x,2019
ATC00590,10.1016/j.envpol.2017.02.043,2017
ATC00591,10.1093/toxsci/kfx204,2018
ATC00592,10.2134/jeq2009.0387,2010
ATC00593,10.1016/j.apsusc.2012.08.044,2012
ATC00594,10.1080/17458080.2015.1059505,2016
ATC00595,10.3109/17435390.2011.579634,2012
ATC00596,10.1039/c6en00119j,2016
ATC00597,10.1016/j.envpol.2015.08.032,2015
ATC00598,10.1039/c3ra46194g,2014
ATC00599,10.1016/j.bios.2022.114849,2023
ATC00600,10.3390/nano9101453,2019
ATC00601,10.1016/j.aquatox.2015.07.001,2015
ATC00602,10.3390/ijms23179651,2022
ATC00603,10.1242/jeb.136853,2016
ATC00604,10.3390/polym14163329,2022
ATC00605,10.1039/c8an00987b,2018
ATC00606,10.1021/acsami.0c17492,2020
ATC00607,10.1016/j.scitotenv.2022.157912,2022
ATC00608,10.1080/00958972.2010.514338,2010
ATC00609,10.2147/IJN.S234043,2020
ATC00610,10.1186/s11671-017-1914-2,2017
ATC00611,10.1021/nn4034103,2013
ATC00612,10.1016/j.talanta.2018.11.092,2019
ATC00613,10.1016/j.envpol.2008.11.004,2009
ATC00614,10.1016/j.jhazmat.2017.12.060,2018
ATC00615,10.1016/j.marenvres.2011.06.005,2012
ATC00616,10.1002/etc.2759,2014
ATC00617,10.1007/s00128-020-03052-z,2020
ATC00618,10.1039/c7ce01750b,2017
ATC00619,10.1016/j.colsurfb.2013.07.015,2013
ATC00620,10.1007/s10646-014-1378-4,2015
ATC00621,10.1002/etc.2365,2013
ATC00622,10.1016/j.apsusc.2016.12.158,2017
ATC00623,10.3390/w12113005,2020
ATC00624,10.1016/j.cbpc.2022.109448,2022
ATC00625,10.21273/HORTSCI.41.3.818,2006
ATC00626,10.1016/j.aquatox.2009.02.001,2009
ATC00627,10.1080/15222055.2012.713898,2013
ATC00628,10.1016/j.scitotenv.2016.06.197,2016
ATC00629,10.1007/s10853-022-07273-x,2022
ATC00630,10.1080/09593330.2018.1466921,2019
ATC00631,10.1016/j.matdes.2015.08.004,2015
ATC00632,10.1002/jbm.a.36347,2018
ATC00633,10.1016/j.ecoenv.2014.12.006,2015
ATC00634,10.1016/j.jece.2021.107112,2022
ATC00635,10.1007/s11664-017-5784-2,2017
ATC00636,10.1515/ntrev-2022-0152,2022
ATC00637,10.3389/fenvs.2022.934287,2022
ATC00638,10.1071/EN15035,2015
ATC00639,10.1016/j.cbpa.2017.08.011,2017
ATC00640,10.1016/j.envres.2023.116095,2023
ATC00641,10.1016/j.ecoenv.2020.110813,2020
ATC00642,10.1007/s11051-011-0406-z,2011
ATC00643,10.1016/j.ecoenv.2021.113121,2022
ATC00644,10.1016/j.envpol.2020.113925,2020
ATC00645,10.1016/j.apcata.2024.119586,2024
ATC00646,10.1016/j.snb.2021.130730,2021
ATC00647,10.1016/j.apt.2010.11.011,2012
ATC00648,10.1016/j.fsi.2020.01.016,2020
ATC00649,10.3390/w12112983,2020
ATC00650,10.1007/s10646-021-02414-5,2022
ATC00651,10.1016/j.scitotenv.2016.08.204,2017
ATC00652,10.2298/ABS170303035A,2018
ATC00653,10.1016/j.envpol.2016.06.001,2016
ATC00654,10.1016/j.carbpol.2022.119839,2022
ATC00655,10.1039/d3en00353a,2024
ATC00656,10.1016/j.tca.2012.11.020,2013
ATC00657,10.1016/j.jinorgbio.2012.07.025,2013
ATC00658,10.1016/j.cis.2015.02.007,2015
ATC00659,10.1016/j.aquaculture.2017.02.020,2017
ATC00660,10.1208/s12249-022-02465-9,2022
ATC00661,10.1088/0957-4484/24/28/285101,2013
ATC00662,10.1016/j.scitotenv.2020.136941,2020
ATC00663,10.1152/ajpregu.00224.2006,2006
ATC00664,10.1080/02772248.2016.1249368,2017
ATC00665,10.3390/ma12193107,2019
ATC00666,10.1002/clen.201300719,2016
ATC00667,10.1166/jnn.2018.15660,2018
ATC00668,10.1021/es403079h,2013
ATC00669,10.1021/acsomega.2c03798,2022
ATC00670,10.1080/21691401.2016.1228660,2017
ATC00671,10.1002/etc.2128,2013
ATC00672,10.1016/j.aquaculture.2020.735928,2021
ATC00673,10.1016/j.jmrt.2020.12.098,2021
ATC00674,10.1134/S0003683822020156,2022
ATC00675,10.3390/toxics11010009,2023
ATC00676,10.1016/j.chemosphere.2019.04.217,2019
ATC00677,10.3390/ijerph15040585,2018
ATC00678,10.3109/17435390.2016.1172677,2016
ATC00679,10.1152/ajpregu.2002.282.2.R501,2002
ATC00680,10.3906/biy-1611-27,2017
ATC00681,10.1155/2015/536854,2015
ATC00682,10.1186/s12302-021-00581-0,2022
ATC00683,10.1007/s10646-011-0645-x,2011
ATC00684,10.1016/j.pdpdt.2022.103160,2022
ATC00685,10.2217/NNM.10.58,2010
ATC00686,10.9756/INT-JECSE/V14I3.410,2022
ATC00687,10.1007/s11051-020-04800-2,2020
ATC00688,10.1016/j.cbpc.2022.109477,2023
ATC00689,10.1016/j.jphotobiol.2015.06.004,2015
ATC00690,10.1039/c5tb02697k,2016
ATC00691,10.1080/02757540.2015.1116524,2016
ATC00692,10.1016/j.chemosphere.2019.01.103,2019
ATC00693,10.3390/nano13020289,2023
ATC00694,10.1016/j.jphotobiol.2016.12.006,2017
ATC00695,10.15244/pjoes/100668,2020
ATC00696,10.1021/nl0710452,2007
ATC00697,10.1016/j.scitotenv.2013.09.006,2014
ATC00698,10.1016/j.chemosphere.2018.09.176,2019
ATC00699,10.1016/j.saa.2014.02.063,2014
ATC00700,10.1139/F05-230,2006
ATC00701,10.3390/ijms21010166,2020
ATC00702,10.1021/acsami.7b02380,2017
ATC00703,10.1109/TNANO.2011.2174801,2012
ATC00704,10.1016/j.envint.2008.04.002,2008
ATC00705,10.1016/j.scitotenv.2020.138065,2020
ATC00706,10.3906/biy-0806-7,2010
ATC00707,10.1016/j.colsurfb.2017.01.046,2017
ATC00708,10.1007/s11356-015-4775-1,2016
ATC00709,10.1007/s10565-011-9189-3,2011
ATC00710,10.1007/s00449-020-02343-3,2020
ATC00711,10.1016/j.chemosphere.2019.125625,2020
ATC00712,10.1016/j.colsurfa.2018.02.031,2018
ATC00713,10.1039/c7en01212h,2018
ATC00714,10.1016/j.mex.2024.102726,2024
ATC00715,10.1177/1528083719868170,2021
ATC00716,10.1002/chem.202102268,2021
ATC00717,10.1039/c3tb21367f,2014
ATC00718,10.1007/s11051-010-0204-z,2011
ATC00719,10.2217/nnm-2021-0325,2022
ATC00720,10.1016/j.ecoenv.2015.08.009,2015
ATC00721,10.1016/j.envpol.2017.10.101,2018
ATC00722,10.1002/aoc.3642,2017
ATC00723,10.1038/s41598-023-48831-w,2023
ATC00724,10.1016/j.apsusc.2022.152761,2022
ATC00725,10.1016/j.tsf.2024.140344,2024
ATC00726,10.1080/17435390.2017.1306128,2017
ATC00727,10.1021/acsnano.0c06278,2020
ATC00728,10.1021/la703085e,2008
ATC00729,10.1016/j.msec.2012.09.005,2013
ATC00730,10.1016/j.etap.2020.103426,2020
ATC00731,10.3103/S0891416817040103,2017
ATC00732,10.1016/j.ijpharm.2023.123216,2023
ATC00733,10.1099/mic.0.047969-0,2011
ATC00734,10.1039/c9en00310j,2019
ATC00735,10.1016/j.chemosphere.2020.128982,2021
ATC00736,10.1016/j.molliq.2016.07.141,2016
ATC00737,10.1016/j.ijbiomac.2020.02.011,2020
ATC00738,10.1016/S0048-9697(99)00218-1,1999
ATC00739,10.1039/c9ra06672a,2019
ATC00740,10.1111/are.15684,2022
ATC00741,10.1007/s10529-019-02745-8,2019
ATC00742,10.3390/v11030208,2019
ATC00743,10.1002/pssb.201700264,2018
ATC00744,10.1016/j.saa.2011.02.038,2011
ATC00745,10.1016/j.fsi.2023.108615,2023
ATC00746,10.1515/gps-2022-0061,2022
ATC00747,10.1016/j.talanta.2014.03.024,2014
ATC00748,10.1039/d4va00017j,2024
ATC00749,10.1016/j.microc.2020.105324,2020
ATC00750,10.1155/2014/684251,2014
ATC00751,10.1016/j.apt.2023.104153,2023
ATC00752,10.1186/s11671-021-03573-4,2021
ATC00753,10.1007/s11356-021-12423-w,2021
ATC00754,10.1021/acssuschemeng.8b01894,2018
ATC00755,10.1016/j.ecoenv.2018.09.054,2018
ATC00756,10.1016/j.snb.2016.04.081,2016
ATC00757,10.1007/s11274-024-03917-z,2024
ATC00758,10.3390/nano13111783,2023
ATC00759,10.1007/s13762-020-02883-x,2021
ATC00760,10.1021/acs.est.6b01645,2016
ATC00761,10.1016/j.carbon.2017.04.016,2017
ATC00762,10.1016/j.envpol.2020.114629,2020
ATC00763,10.1016/j.aquatox.2010.09.010,2011
ATC00764,10.1016/j.aquaculture.2015.06.013,2015
ATC00765,10.1016/j.jhazmat.2022.128771,2022
ATC00766,10.1016/j.saa.2017.06.047,2018
ATC00767,10.1016/j.jhazmat.2022.130034,2023
ATC00768,10.3390/md20070425,2022
ATC00769,10.54085/ap.2023.12.1.65,2023
ATC00770,10.1007/s10646-009-0357-7,2009
ATC00771,10.3390/biology10121308,2021
ATC00772,10.1016/j.chemosphere.2023.138342,2023
ATC00773,10.1007/s10658-013-0215-6,2013
ATC00774,10.1016/j.chemosphere.2017.05.173,2017
ATC00775,10.1002/jbm.b.33429,2016
ATC00776,10.1063/1.2742324,2007
ATC00777,10.3390/ijms22041905,2021
ATC00778,10.3390/foods11010095,2022
ATC00779,10.1016/j.carbpol.2014.05.081,2014
ATC00780,10.2217/nnm-2017-0078,2017
ATC00781,10.1166/jbn.2014.1756,2014
ATC00782,10.1039/c1nr10239g,2011
ATC00783,10.1142/S1088424618501122,2018
ATC00784,10.1007/s11814-010-0067-0,2010
ATC00785,10.1002/jez.2360,2020
ATC00786,10.1080/17458080.2015.1015462,2016
ATC00787,10.3389/fenvs.2022.1100583,2023
ATC00788,10.5004/dwt.2017.21735,2017
ATC00789,10.1177/08839115231195796,2023
ATC00790,10.1002/aoc.7377,2024
ATC00791,10.1016/j.chemosphere.2015.06.049,2016
ATC00792,10.1002/etc.4793,2020
ATC00793,10.1016/j.jiec.2023.05.021,2023
ATC00794,10.1021/acsami.0c22321,2021
ATC00795,10.1016/j.marpolbul.2019.110532,2019
ATC00796,10.1016/j.etap.2016.03.013,2016
ATC00797,10.1080/15421406.2020.1856610,2021
ATC00798,10.1371/journal.pone.0214398,2019
ATC00799,10.2147/IJN.S369373,2022
ATC00800,10.1016/j.ijbiomac.2014.01.027,2014
ATC00801,10.1002/etc.4465,2019
ATC00802,10.1016/j.powtec.2014.05.049,2014
ATC00803,10.1016/j.cis.2015.02.001,2015
ATC00804,10.1016/j.mrgentox.2014.09.003,2014
ATC00805,10.1016/j.chemosphere.2023.138163,2023
ATC00806,10.1016/j.bcab.2018.10.013,2019
ATC00807,10.1016/j.vacuum.2017.10.003,2017
ATC00808,10.32725/jab.2019.010,2019
ATC00809,10.1007/s11356-023-31202-3,2024
ATC00810,10.1016/j.envpol.2018.06.042,2018
ATC00811,10.1007/s10924-017-0937-1,2018
ATC00812,10.1039/c9dt03649k,2019
ATC00813,10.3390/ijerph17176392,2020
ATC00814,10.1016/j.lwt.2021.111456,2021
ATC00815,10.1016/j.ceramint.2012.12.075,2013
ATC00816,10.1016/j.carbpol.2021.118017,2021
ATC00817,10.3390/ani11061700,2021
ATC00818,10.1016/j.ijbiomac.2019.10.197,2020
ATC00819,10.1007/s11051-013-1766-3,2013
ATC00820,10.1016/j.ijbiomac.2015.05.058,2015
ATC00821,10.1049/iet-nbt.2017.0169,2018
ATC00822,10.1016/j.scitotenv.2011.01.015,2011
ATC00823,10.1080/00405000.2013.834573,2014
ATC00824,10.1016/j.ijbiomac.2024.130838,2024
ATC00825,10.1039/d4tb00392f,2024
ATC00826,10.1007/s12010-015-1670-7,2015
ATC00827,10.1002/jat.3346,2017
ATC00828,10.1002/etc.2298,2013
ATC00829,10.1021/acsnano.7b04556,2017
ATC00830,10.1016/j.saa.2018.07.063,2018
ATC00831,10.3389/fimmu.2018.01652,2018
ATC00832,10.1002/etc.4251,2018
ATC00833,10.1002/mabi.201000161,2010
ATC00834,10.1016/j.jiec.2017.03.059,2017
ATC00835,10.1039/c3em00252g,2013
ATC00836,10.1016/j.plaphy.2017.08.014,2017
ATC00837,10.1016/j.materresbull.2014.01.001,2014
ATC00838,10.1039/d2ra07737j,2023
ATC00839,10.1088/2053-1591/aa89c3,2017
ATC00840,10.1016/j.matchemphys.2023.127355,2023
ATC00841,10.1016/j.mtcomm.2022.104395,2022
ATC00842,10.1016/j.aquaculture.2011.04.020,2011
ATC00843,10.3390/biomedicines10123282,2022
ATC00844,10.1089/zeb.2020.1930,2020
ATC00845,10.1007/s00244-014-0025-7,2014
ATC00846,10.1016/j.fct.2023.114109,2023
ATC00847,10.1016/j.etap.2018.03.004,2018
ATC00848,10.1021/acsanm.9b02330,2020
ATC00849,10.3390/toxics10120734,2022
ATC00850,10.1016/j.matchemphys.2023.127946,2023
ATC00851,10.1002/etc.4118,2018
ATC00852,10.1016/j.jpcs.2018.04.042,2018
ATC00853,10.1016/j.tiv.2017.10.014,2018
ATC00854,10.1007/s10856-017-5990-8,2017
ATC00855,10.1002/chem.202003821,2020
ATC00856,10.1016/j.jhazmat.2021.127913,2022
ATC00857,10.1007/s00709-014-0671-7,2015
ATC00858,10.1016/j.msec.2015.04.027,2015
ATC00859,10.3109/17435390.2014.996193,2016
ATC00860,10.1039/c5an02544c,2016
ATC00861,10.3390/su16104066,2024
ATC00862,10.2147/IJN.S30459,2012
ATC00863,10.1080/00222341003609542,2010
ATC00864,10.1002/etc.2704,2014
ATC00865,10.3389/fvets.2021.647722,2021
ATC00866,10.1016/j.chemosphere.2021.131044,2021
ATC00867,10.1080/09205063.2019.1706149,2020
ATC00868,10.1021/am402310u,2013
ATC00869,10.1016/j.scitotenv.2018.12.139,2019
ATC00870,10.1016/j.snb.2011.03.025,2011
ATC00871,10.1016/j.apsoil.2022.104469,2022
ATC00872,10.3390/foods12132588,2023
ATC00873,10.5650/jos.ess22197,2022
ATC00874,10.1021/acsabm.2c01084,2023
ATC00875,10.1007/s10661-019-7630-x,2019
ATC00876,10.1039/c0em00593b,2011
ATC00877,10.1016/j.scitotenv.2018.11.096,2019
ATC00878,10.5004/dwt.2018.22011,2018
ATC00879,10.1016/j.enzmictec.2012.01.006,2012
ATC00880,10.1016/j.envpol.2008.08.013,2009
ATC00881,10.1039/d0tb02047h,2021
ATC00882,10.1016/j.ijbiomac.2024.129794,2024
ATC00883,10.1111/j.1095-8649.2010.02881.x,2011
ATC00884,10.3390/molecules19045013,2014
ATC00885,10.1007/s11356-021-14368-6,2021
ATC00886,10.1021/acsami.5b10132,2016
ATC00887,10.14715/cmb/2016.62.9.8,2016
ATC00888,10.1002/etc.3122,2015
ATC00889,10.1016/j.watres.2012.11.063,2013
ATC00890,10.1038/s41598-023-38652-2,2023
ATC00891,10.1021/cg500699z,2014
ATC00892,10.1166/jmihi.2017.1999,2017
ATC00893,10.1016/j.matchemphys.2018.03.014,2018
ATC00894,10.1016/j.msec.2021.112607,2022
ATC00895,10.1016/j.memsci.2023.121907,2023
ATC00896,10.3390/toxics6040062,2018
ATC00897,10.1002/jrs.6460,2023
ATC00898,10.21608/EJCHEM.2023.171083.7123,2023
ATC00899,10.1038/nsmb.1972,2011
ATC00900,10.1002/ppsc.201500027,2015
ATC00901,10.1163/092050610X528570,2011
ATC00902,10.2217/NNM.09.24,2009
ATC00903,10.1016/j.dci.2016.06.016,2017
ATC00904,10.1039/d2py00262k,2022
ATC00905,10.1039/c5tb00830a,2015
ATC00906,10.1021/am201563t,2012
ATC00907,10.22092/ijfs.2022.126496,2022
ATC00908,10.1016/j.sjbs.2015.05.016,2016
ATC00909,10.1039/c9cc01933b,2019
ATC00910,10.1007/s11356-021-18289-2,2022
ATC00911,10.1016/j.snb.2017.06.108,2017
ATC00912,10.1002/etc.3698,2017
ATC00913,10.1016/j.jtemb.2019.02.005,2019
ATC00914,10.1002/etc.2182,2013
ATC00915,10.1111/j.1365-2095.1995.tb00026.x,1995
ATC00916,10.5897/AJMR12.212,2012
ATC00917,10.1016/j.msec.2017.07.009,2017
ATC00918,10.1007/s40195-016-0450-x,2016
ATC00919,10.1016/j.envpol.2023.121181,2023
ATC00920,10.1016/j.ecoenv.2018.01.030,2018
ATC00921,10.1016/j.scitotenv.2021.146933,2021
ATC00922,10.1016/j.jnoncrysol.2022.122128,2023
ATC00923,10.3109/17435390.2014.976284,2015
ATC00924,10.1016/j.talanta.2017.01.005,2017
ATC00925,10.1016/j.chemosphere.2017.12.184,2018
ATC00926,10.1016/j.cplett.2021.138412,2021
ATC00927,10.3390/microorganisms11122975,2023
ATC00928,10.1021/acsami.8b04817,2018
ATC00929,10.1039/c6ra13734b,2016
ATC00930,10.1016/j.scitotenv.2023.163447,2023
ATC00931,10.1016/j.fct.2022.112972,2022
ATC00932,10.3354/dao03129,2017
ATC00933,10.1016/j.aquatox.2018.02.002,2018
ATC00934,10.1016/j.poly.2019.03.039,2019
ATC00935,10.1007/s11356-023-30078-7,2023
ATC00936,10.3390/polym13040510,2021
ATC00937,10.1016/j.lwt.2017.01.002,2017
ATC00938,10.1007/s11664-016-5273-z,2017
ATC00939,10.1246/cl.190639,2019
ATC00940,10.1016/j.chemosphere.2015.11.036,2016
ATC00941,10.5004/dwt.2017.20267,2017
ATC00942,10.1897/04-649R.1,2005
ATC00943,10.1007/s12161-014-9925-4,2015
ATC00944,10.1016/j.msec.2012.05.019,2012
ATC00945,10.1016/j.taap.2017.10.003,2017
ATC00946,10.1007/s11434-009-0702-5,2010
ATC00947,10.1016/j.chemosphere.2021.132739,2022
ATC00948,10.1039/c5ra12304f,2015
ATC00949,10.3390/biom9090405,2019
ATC00950,10.1039/c7nj04412g,2018
ATC00951,10.1049/mnl.2018.5105,2019
ATC00952,10.1016/j.toxlet.2019.03.006,2019
ATC00953,10.1897/06-583.1,2007
ATC00954,10.2147/IJN.S60220,2014
ATC00955,10.1016/j.scitotenv.2018.08.280,2019
ATC00956,10.1002/etc.124,2010
ATC00957,10.1016/j.envpol.2019.113847,2020
ATC00958,10.1002/etc.442,2011
ATC00959,10.1039/c6nj03467e,2017
ATC00960,10.1002/slct.201901578,2019
ATC00961,10.1007/s11595-018-1886-9,2018
ATC00962,10.1016/j.biomaterials.2013.07.064,2013
ATC00963,10.1016/j.cej.2023.145316,2023
ATC00964,10.1016/j.envpol.2019.04.097,2019
ATC00965,10.3390/nano10020366,2020
ATC00966,10.1007/s00044-011-9715-0,2012
ATC00967,10.3390/ma8062994,2015
ATC00968,10.1016/j.chemosphere.2010.09.036,2010
ATC00969,10.1080/17458080701502091,2007
ATC00970,10.3390/pharmaceutics12121139,2020
ATC00971,10.1016/j.impact.2023.100471,2023
ATC00972,10.1371/journal.pone.0019976,2011
ATC00973,10.1007/s10570-012-9744-y,2012
ATC00974,10.1021/nl005502p,2001
ATC00975,10.1002/etc.2539,2014
ATC00976,10.1016/j.envpol.2021.116907,2021
ATC00977,10.1007/s00709-016-1049-9,2017
ATC00978,10.1016/j.envpol.2020.114468,2020
ATC00979,10.1016/j.envpol.2017.11.087,2018
ATC00980,10.1002/etc.2175,2013
ATC00981,10.1007/s11356-021-13058-7,2021
ATC00982,10.1016/j.envres.2019.108715,2020
ATC00983,10.1016/S1001-0742(10)60409-3,2011
ATC00984,10.1007/s10876-021-02120-6,2022
ATC00985,10.1016/j.jhazmat.2013.12.021,2014
ATC00986,10.1021/acs.langmuir.7b03556,2018
ATC00987,10.1093/jb/mvae014,2024
ATC00988,10.1080/10584587.2013.792625,2013
ATC00989,10.3390/nano7120414,2017
ATC00990,10.1088/2515-7639/ab9522,2020
ATC00991,10.3390/nano12193341,2022
ATC00992,10.1016/j.envpol.2020.116225,2021
ATC00993,10.1016/j.envpol.2017.12.034,2018
ATC00994,10.1021/jacs.7b11037,2018
ATC00995,10.1007/s40010-013-0120-6,2014
ATC00996,10.1016/j.envpol.2019.113181,2019
ATC00997,10.1016/j.ymeth.2016.05.019,2016
ATC00998,10.3967/bes2014.103,2014
ATC00999,10.1016/j.scitotenv.2023.166898,2023
ATC01000,10.1055/s-0031-1290403,2012
ATC01001,10.3390/nano13182501,2023
ATC01002,10.1038/srep04359,2014
ATC01003,10.1016/j.chemosphere.2018.05.023,2018
ATC01004,10.1002/etc.727,2012
ATC01005,10.1155/2013/623789,2013
ATC01006,10.3176/proc.2022.4.06,2022
ATC01007,10.1039/c5tb00798d,2015
ATC01008,10.1021/acs.est.5b03966,2016
ATC01009,10.1002/ejoc.201403046,2015
ATC01010,10.1007/s43630-021-00021-1,2021
ATC01011,10.1002/tox.23891,2023
ATC01012,10.1016/j.scitotenv.2012.09.073,2013
ATC01013,10.1246/cl.200128,2020
ATC01014,10.1016/j.chemosphere.2018.01.051,2018
ATC01015,10.1016/j.jphotochem.2015.05.022,2015
ATC01016,10.1016/j.jclepro.2021.129946,2022
ATC01017,10.5004/dwt.2018.22436,2018
ATC01018,10.1016/j.envpol.2019.03.114,2019
ATC01019,10.1111/cbdd.13171,2018
ATC01020,10.1016/j.cej.2021.131914,2021
ATC01021,10.1155/2022/4013016,2022
ATC01022,10.3390/nano13081416,2023
ATC01023,10.1007/s11270-023-06731-9,2023
ATC01024,10.1007/s11356-021-17086-1,2022
ATC01025,10.3390/toxics12020097,2024
ATC01026,10.1021/sc500044p,2014
ATC01027,10.1039/c1md00272d,2012
ATC01028,10.1039/c5ra05393e,2015
ATC01029,10.1039/c6en00361c,2016
ATC01030,10.1016/j.ijpharm.2005.10.039,2006
ATC01031,10.3390/pharmaceutics14050924,2022
ATC01032,10.1021/acsnano.6b00181,2016
ATC01033,10.1007/s10517-011-1160-z,2011
ATC01034,10.1002/hlca.202400041,2024
ATC01035,10.3390/cells12010170,2023
ATC01036,10.1016/j.chemosphere.2009.10.027,2009
ATC01037,10.1016/j.foodchem.2020.128385,2021
ATC01038,10.1128/AEM.01925-10,2010
ATC01039,10.1007/s12221-017-7567-z,2017
ATC01040,10.1021/acs.biomac.2c01128,2023
ATC01041,10.1016/j.ecoenv.2018.06.008,2018
ATC01042,10.1007/s10646-008-0205-1,2008
ATC01043,10.1021/acs.estlett.9b00726,2020
ATC01044,10.1016/j.tetlet.2012.09.098,2012
ATC01045,10.1016/j.mtcomm.2021.102531,2021
ATC01046,10.1016/j.materresbull.2021.111345,2021
ATC01047,10.1049/iet-nbt.2018.5330,2019
ATC01048,10.1007/s11356-019-05870-z,2019
ATC01049,10.1021/acsami.9b05702,2019
ATC01050,10.1016/j.bmc.2015.06.009,2015
ATC01051,10.1016/j.chemosphere.2013.04.056,2013
ATC01052,10.1007/s11356-020-09080-w,2020
ATC01053,10.1016/j.watres.2012.08.019,2012
ATC01054,10.1021/acs.est.5b01407,2015
ATC01055,10.1002/etc.3754,2017
ATC01056,10.3390/nano10081472,2020
ATC01057,10.3390/polym13060905,2021
ATC01058,10.1016/j.jphotochem.2019.112063,2019
ATC01059,10.1016/j.jece.2022.108443,2022
ATC01060,10.1038/srep37474,2016
ATC01061,10.1021/am5022914,2014
ATC01062,10.1016/j.biomaterials.2014.11.048,2015
ATC01063,10.1080/15376516.2018.1449277,2018
ATC01064,10.1039/c5ra25901k,2016
ATC01065,10.1016/j.envint.2012.11.001,2013
ATC01066,10.1158/1078-0432.CCR-06-0514,2006
ATC01067,10.1016/j.carbon.2022.02.050,2022
ATC01068,10.1021/acsabm.1c00454,2021
ATC01069,10.1016/j.molliq.2018.03.021,2018
ATC01070,10.1016/j.aquatox.2013.12.007,2014
ATC01071,10.1016/j.jinorgbio.2016.11.023,2017
ATC01072,10.1016/j.aquatox.2020.105579,2020
ATC01073,10.15673/fst.v15i2.2104,2021
ATC01074,10.1016/j.scitotenv.2022.157201,2022
ATC01075,10.1007/s00706-017-1990-0,2017
ATC01076,10.1080/25740881.2022.2113891,2023
ATC01077,10.3390/pharmaceutics12100968,2020
ATC01078,10.3390/molecules24162894,2019
ATC01079,10.34172/jlms.2023.69,2023
ATC01080,10.1016/j.scitotenv.2017.05.243,2017
ATC01081,10.1016/j.chemosphere.2023.138970,2023
ATC01082,10.1039/c3ra45408h,2014
ATC01083,10.1155/2011/839365,2011
ATC01084,10.1039/c5tb00280j,2015
ATC01085,10.1002/etc.710,2012
ATC01086,10.1016/j.taap.2016.06.008,2016
ATC01087,10.1093/mutage/gew050,2017
ATC01088,10.1016/j.ejmech.2008.10.036,2009
ATC01089,10.1038/s41598-023-42850-3,2023
ATC01090,10.1007/s11356-022-19693-y,2022
ATC01091,10.1002/smll.201704347,2018
ATC01092,10.1016/j.ecoenv.2018.11.053,2019
ATC01093,10.1021/am4005495,2013
ATC01094,10.1016/j.aquatox.2017.02.017,2017
ATC01095,10.1088/1361-6528/ac3b82,2022
ATC01096,10.1039/c7en00052a,2017
ATC01097,10.3390/ijerph19127140,2022
ATC01098,10.1016/j.carbon.2014.12.025,2015
ATC01099,10.1002/etc.4074,2018
ATC01100,10.1007/s10876-019-01558-z,2019
ATC01101,10.1016/j.ijpharm.2010.05.030,2010
ATC01102,10.1038/s41598-017-01669-5,2017
ATC01103,10.1002/jat.4232,2022
ATC01104,10.1016/j.psep.2017.01.009,2017
ATC01105,10.1016/j.jece.2022.107275,2022
ATC01106,10.1016/j.cbpc.2024.109924,2024
ATC01107,10.1039/c5ra15652a,2015
ATC01108,10.1109/JSEN.2023.3285617,2023
ATC01109,10.1016/j.envpol.2017.10.082,2018
ATC01110,10.1016/j.tet.2003.08.011,2003
ATC01111,10.1016/j.aquatox.2007.02.003,2007
ATC01112,10.1016/j.taap.2007.07.009,2007
ATC01113,10.1039/d2tb01749k,2022
ATC01114,10.1002/bab.2157,2022
ATC01115,10.1039/c8nj02943a,2018
ATC01116,10.1039/c4ra04967e,2014
ATC01117,10.1039/c4nr07005d,2015
ATC01118,10.1007/s12010-015-1967-6,2016
ATC01119,10.1016/j.mtchem.2023.101712,2023
ATC01120,10.1016/j.scitotenv.2023.162735,2023
ATC01121,10.1080/17435390.2020.1735552,2020
ATC01122,10.1016/j.scitotenv.2023.163052,2023
ATC01123,10.1016/j.flatc.2022.100411,2022
ATC01124,10.3390/ijms20215394,2019
ATC01125,10.1016/j.colsurfb.2020.110841,2020
ATC01126,10.3390/ma11091673,2018
ATC01127,10.1039/c6py01105e,2016
ATC01128,10.3390/molecules27144493,2022
